loss,mape,val_loss,val_mape
0.052140913903713226,765106.3125,0.021743416786193848,1701581.5
0.03913493454456329,674282.0,0.018543176352977753,1518256.875
0.02888057939708233,540607.1875,0.015500187873840332,1273482.5
0.023193273693323135,399375.4375,0.008788633160293102,798581.75
0.020588187500834465,359353.90625,0.008160135708749294,675743.25
0.019248008728027344,337205.84375,0.007816123776137829,697879.9375
0.01807744801044464,330151.78125,0.007639240939170122,682085.25
0.017359327524900436,290705.375,0.007287774700671434,641893.9375
0.017122594639658928,284716.78125,0.007296109572052956,648426.3125
0.016277486458420753,287395.65625,0.006918408442288637,608616.6875
0.015766466036438942,281193.21875,0.00666027283295989,582459.125
0.015401014126837254,283395.1875,0.006314970087260008,518529.46875
0.014741318300366402,272911.09375,0.006431411020457745,564020.25
0.014142714440822601,261500.96875,0.005941643379628658,500570.3125
0.013760115019977093,253576.046875,0.005741961300373077,474942.21875
0.013579058460891247,257584.4375,0.005670768208801746,489130.28125
0.013196627609431744,247109.046875,0.005648314952850342,407118.5
0.01276335958391428,223852.109375,0.005375474225729704,475708.78125
0.012301077134907246,226610.046875,0.005110172554850578,442852.5625
0.011990982107818127,228627.484375,0.0050149657763540745,441471.28125
0.011410052888095379,224773.8125,0.0050022052600979805,447676.21875
0.011187695898115635,189312.53125,0.004640988074243069,405621.71875
0.01064605824649334,232908.203125,0.0045745777897536755,423561.15625
0.010213286615908146,180609.3125,0.0043456112034618855,384858.03125
0.010003398172557354,199732.90625,0.004189192317426205,387944.8125
0.009591489098966122,216968.4375,0.004049139562994242,379201.125
0.009244238957762718,187822.5,0.004050621762871742,409361.84375
0.00884956493973732,202374.515625,0.004072130657732487,329479.9375
0.008481002412736416,189119.890625,0.003641605842858553,367265.6875
0.008177455514669418,181577.15625,0.003527140710502863,362310.78125
0.007836276665329933,177109.296875,0.0034345644526183605,397248.5625
0.007406082935631275,170642.921875,0.003519377438351512,327244.21875
0.007150536403059959,187145.515625,0.003165063913911581,362044.6875
0.00685473345220089,183047.03125,0.0038138667587190866,448786.375
0.006492318119853735,183371.671875,0.00303317210637033,391150.03125
0.006293638609349728,180533.21875,0.003484515007585287,448400.875
0.0059747579507529736,174121.671875,0.0028421261813491583,380863.1875
0.005925629287958145,192803.734375,0.0028976527974009514,330592.3125
0.0058213756419718266,218844.984375,0.0030483121518045664,424417.03125
0.005576623138040304,175483.15625,0.002644186606630683,368601.53125
0.0054093822836875916,188028.796875,0.003562504192814231,458138.875
0.005424083210527897,177678.109375,0.0027756127528846264,400578.65625
0.005075480788946152,189364.921875,0.00266517186537385,386546.4375
0.0051057287491858006,188301.0,0.0025611729361116886,372910.5
0.005003119353204966,192700.9375,0.0027438360266387463,392500.1875
0.0050470707938075066,192314.15625,0.002523771021515131,361017.84375
0.004885206930339336,152270.296875,0.0024964201729744673,343747.125
0.004844970535486937,157680.125,0.002820900408551097,396985.46875
0.0048622386530041695,176284.40625,0.002553486730903387,373848.6875
0.004675873089581728,171830.5,0.002584893023595214,364208.21875
