loss,mape,val_loss,val_mape
0.024846099317073822,188269.6875,0.012818402610719204,75.57373046875
0.013727601617574692,151005.4375,0.010721615515649319,59.944889068603516
0.010350877419114113,139054.90625,0.006394006311893463,58.94790267944336
0.007605886086821556,120824.6796875,0.0071786572225391865,30.58494758605957
0.006487746257334948,85054.046875,0.006103496067225933,59.892330169677734
0.005884547717869282,92226.125,0.00410630414262414,43.475257873535156
0.005458070430904627,76650.1953125,0.00423173513263464,48.79331588745117
0.005151472985744476,81640.09375,0.0034396040719002485,38.74022674560547
0.004800011869519949,71048.859375,0.0033840325195342302,27.250911712646484
0.004402942955493927,69953.609375,0.0030288370326161385,30.961261749267578
0.004329463932663202,61790.8984375,0.0029680149164050817,35.87831115722656
0.004056193400174379,70964.1015625,0.0030764127150177956,22.742942810058594
0.003792793257161975,58562.1484375,0.002939421683549881,23.101280212402344
0.0036665871739387512,44038.08203125,0.0033416019286960363,22.01651382446289
0.0034854372497648,62336.5390625,0.002652991795912385,26.90723419189453
0.0034476753789931536,56254.359375,0.002546069910749793,26.401201248168945
0.0032506780698895454,47365.26171875,0.00279035372659564,22.366146087646484
0.0030419747345149517,44934.10546875,0.0034244570415467024,15.9847412109375
0.0030027832835912704,46324.57421875,0.0027491298969835043,33.52255630493164
0.0029576399829238653,44709.26171875,0.004385340493172407,17.194059371948242
0.0029157856479287148,45106.4296875,0.0026370275299996138,19.02554702758789
0.00270840828306973,42179.640625,0.002416047966107726,22.171274185180664
0.0028066730592399836,35410.0078125,0.002563755726441741,16.068567276000977
0.0027261897921562195,34983.01171875,0.0024682534858584404,16.57164764404297
0.0027060743886977434,37990.38671875,0.0023606917820870876,20.984371185302734
0.002705293009057641,45605.4609375,0.0024593735579401255,23.75565528869629
0.0026233724784106016,33863.46875,0.0023380182683467865,24.277149200439453
0.002572691533714533,40288.74609375,0.0034156846813857555,16.14908790588379
0.002699511358514428,37892.9921875,0.002303864574059844,21.50022315979004
0.002627117093652487,38062.26171875,0.002322837710380554,23.172456741333008
0.002478349022567272,37443.98828125,0.002309162635356188,22.36515998840332
0.0025338944979012012,37696.453125,0.0023279101587831974,24.092506408691406
0.0025473879650235176,32074.51953125,0.0024837604723870754,27.90589714050293
0.0025763525627553463,37200.21484375,0.0024153487756848335,15.60640811920166
0.002544272458180785,41340.5078125,0.0024822549894452095,19.805280685424805
0.0025634649209678173,44413.21484375,0.0024405387230217457,18.158395767211914
0.002513094339519739,42093.73828125,0.002629372989758849,16.090656280517578
0.0024277123156934977,38943.35546875,0.002307901391759515,21.130796432495117
0.0024874547962099314,38890.05078125,0.002358383033424616,19.146841049194336
0.002430777996778488,33880.16796875,0.0026662966702133417,26.200679779052734
0.0024636555463075638,40578.1171875,0.0025722680147737265,23.109851837158203
0.0025302632711827755,37924.890625,0.002301380969583988,21.553194046020508
0.0024677724577486515,37632.80078125,0.002338026650249958,16.95857810974121
0.002466383157297969,32998.9296875,0.002386318054050207,17.268461227416992
0.0024369314778596163,26687.669921875,0.002951724221929908,15.968451499938965
0.002412008587270975,40520.53125,0.002337020356208086,22.83971405029297
0.0024108984507620335,36124.765625,0.0028998027555644512,15.67613697052002
0.0024293961469084024,37714.484375,0.002479841699823737,15.875215530395508
0.0023992478381842375,29880.912109375,0.0026560318656265736,15.649466514587402
0.0024044164456427097,38904.66796875,0.002757938811555505,29.416858673095703
